questions,classes
What are the chemicals used in glowsticks ? ~ What are # are the chemicals used,ENTY
What country did the Nile River originate in ? ~ You # originate the Nile River,LOC
What color are tennis balls ? ~ You,ENTY
What barroom judge called himself The Law West of the Pecos ? ~ You # called What barroom judge # called himself # called The Law West of,HUM
What excuse did the NATO people give for hitting the Chinese embassy ? ~ You # give What excuse # give the NATO people # hitting the Chinese embassy,DESC
Who was President of Costa Rica in 1994 ? ~ Who was,HUM
What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ? ~ You # is What sports event # supposed Meyer Wolfsheim,ENTY
What country has the best defensive position in the board game Diplomacy ? ~ You # has What country # has the best defensive position in,LOC
What two countries share the Khyber Pass ? ~ You # share What # share two countries # share the Khyber Pass,LOC
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ? ~ Who was # tried that,HUM
What is the origin of the surname of Braun ? ~ What is # is the origin of,DESC
"What card game has variations called Canfield , Klondike and Spider ? ~ You # has What card game # has variations called # called Canfield , Klondike",ENTY
What is Australia Day ? ~ What is # is Australia Day,DESC
What mammal of North America is the world 's longest-lived for its size ? ~ You,ENTY
What was the Chivington Massacre ? ~ What was # was the Chivington Massacre,DESC
"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ? ~ You # Night What actor starred , 1982 Movie",HUM
How many home runs did Lou Gehrig have during his career ? ~ How many # have many home runs # have Lou Gehrig,NUM
In what city is the headquarters of Sinn Fein ? ~ You # is what city # is the headquarters of,LOC
Where can I find information on George Bush ? ~ Where find # find I # find information on,LOC
Who is the voice of Miss Piggy ? ~ Who is # is the voice of,HUM
What is the dialogue circle in cartoons called ? ~ What is # is the dialogue circle in,ENTY
"What does the word camaro mean , from the GM car the Camaro ? ~ You # Camaro What # does the word mean ,",DESC
Who replaced Bert Parks as the host of The Miss America Pageant ? ~ Who replaced # replaced Bert Parks,HUM
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ? ~ How many # play many boys # play the game in # painting Snap Whip,NUM
What is the AIM-54C Phoenix ? ~ What is # is the AIM-54C Phoenix,DESC
When are sheep shorn ? ~ When shorn,NUM
What sport is Chris Jogis a top player of ? ~ You # is Chris Jogis player,ENTY
What 's the second-largest island in the world ? ~ What 's # 's the largest island in,LOC
What is the definition of low island ? ~ What is # is the definition of,DESC
What century does Captain Video live in ? ~ You # live Captain Video,NUM
What types of water pollution are there ? ~ You,ENTY
How many astronauts manned each Project Mercury flight ? ~ How many # manned many astronauts # manned each Project Mercury flight,NUM
What soft drink would provide me with the biggest intake of caffeine ? ~ You # provide What soft drink # provide me,ENTY
What 's the name of a golf course in Myrtle Beach ? ~ What 's # 's the name of,ENTY
What are some of the significant historical events of the 1990s ? ~ What are # are some of,ENTY
Name the only extant trilogy of classical Greek plays . ~ You # Name the only extant trilogy of,ENTY
Where is Logan Airport ? ~ Where is # is Logan Airport,LOC
What is the difference between Neoclassical art and Romanticism art ? ~ What is # is the difference between,DESC
Who was the first person inducted into the U.S. Swimming Hall of Fame ? ~ Who was,HUM
What golfer has been called Ohio Fats and Blobbo ? ~ You # called Ohio Fats and Blobbo,HUM
Who murdered Leno and Rosemary LaBianca on August 1 ~ Who murdered # murdered Leno and LaBianca,HUM
What is the average cost for four years of medical school ? ~ What is # is the average cost for,NUM
What does God create in the first sentence of the Bible ? ~ You # create What # create God,ENTY
Which of the following men was not married to Rita Hayworth ? ~ You # was Which of,HUM
What is the current ticket fare from from Cairo to Barbados ? ~ What is # is the ticket fare from,NUM
What does NN O `` mean when used as a prefix in Irish surnames ? ~ What `,ABBR
How do you find oxidation numbers ? ~ How find # find you # find oxidation numbers,DESC
What is the state nickname of Mississippi ? ~ What is # is the state nickname of,LOC
"What is Black Hills , South Dakota most famous for ? ~ What is # is Black Hills , Dakota",DESC
What 1966 boob tube bomb took astronauts back to prehistoric times ? ~ You # took What # took 1966 tube bomb # took astronauts,ENTY
How many students attend the University of Massachusetts ? ~ How many # attend many students # attend the University of,NUM
"Who said , `` I shall return . '' during World War Two ? ~ Who World # return I",HUM
What holidays are celebrated in Ireland ? ~ You,ENTY
"Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ? ~ Who portrayed # portrayed Etta Place , # portrayed companion Butch # Butch Cassidey and Kid",HUM
What are the Greek numerals ? ~ What are # are the Greek numerals,DESC
What 's the name of the temple that is located near the capital city of Laos ? ~ What 's # 's the name of,LOC
What is a fear of sleep ? ~ What is # is a fear of,ENTY
What auto race was Wilbur Reed the first to win three times ? ~ You # was What auto race # win three times,ENTY
What are the most common breeding birds in the U.S. ? ~ What are # are the common breeding birds in,ENTY
"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ? ~ You",ENTY
How do you look up criminal records on the Internet ? ~ How look # look you # look criminal records,DESC
"Where is the actress , Marion Davies , buried ? ~ Where is # is the actress , Davies , buried",LOC
What is an example of an actual case of using the Fourteenth Amendment ? ~ What is # is an example of # using the Fourteenth Amendment,DESC
Who was the Charlie perfume woman ? ~ Who was # was the perfume woman,HUM
Who portrayed `` Rosanne Rosanna-Dana '' on the television show `` Saturday Night Live '' ? ~ Who portrayed # portrayed Rosanne Rosanna - Dana '',HUM
"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ? ~ You # became What singer # quit show business # quit the business",HUM
When did Iraqi troops invade Kuwait ? ~ When invade # invade Iraqi troops # invade Kuwait,NUM
What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? '' ~ What beat # ? Mark the Johnson # said he # can I # believe t # beat we # ? Mark the Russians,ENTY
What car was driven in the 199 release of `` Smokey and the Bandit '' ? ~ You,ENTY
What was the backup singing group for Roy Rogers ? ~ What was # was the backup singing group for,HUM
What famous singing cowboy owns the California Angels baseball team ? ~ You # owns What famous singing cowboy # owns the Angels baseball team,HUM
What 1915 film was the first to gross $5 million ? ~ You # was What 1915 film # gross $ 5 million,ENTY
Where did the term `` 86 '' come from ? ~ You # come the term ` 86,DESC
What causes someone to be ticklish ? ~ You # causes What # be someone,DESC
What is the probability that at least 2 out of 25 people will have the same birthday ? ~ What is # is the probability have # have least 2 out # have the same birthday,NUM
How many Canadians emmigrate each year ? ~ How many # emmigrate many Canadians,NUM
Why did several San Diego schools remove apples from students menus ? ~ Why remove # remove several Diego schools # remove apples,DESC
What musical instrument did Sherlock Holmes play ? ~ You # play What musical instrument # play Sherlock Holmes,ENTY
Who was Gerald Ford 's vice president ? ~ Who was,HUM
What is `` the washed vodka '' ? ~ You # is What # is the washed vodka,DESC
How many different languages are spoken in Europe ? ~ How many,NUM
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ? ~ You # awarded Mpilo Tutu # awarded the Nobel Peace Prize,NUM
What 's a `` Drinker respirator '' better known as ? ~ What 's # 's a ` ` Drinker respirator '' known,ENTY
Who invented batteries ? ~ Who invented # invented batteries,HUM
Why do recipe books recommend starting with cold water when you boil something ? ~ Why recommend # recommend recipe books # boil you # boil something,DESC
Where can I buy a good snowboard for less than $200 ? ~ Where buy # buy I # buy a good snowboard,LOC
What title did Suzette Charles assume for two months in 1984 ? ~ You # assume What title # assume Suzette Charles,HUM
What was the infamous pseudonym of Peter Sutcliffe ? ~ What was # was the infamous pseudonym of,HUM
What is Smokey The Bear 's middle name ? ~ What Bear # Bear Smokey,ENTY
What is Nicholas Cage 's occupation ? ~ What is # is Cage occupation,HUM
What British TV series featured Emma Peel ? ~ You # featured What # featured British TV series # featured Emma Peel,ENTY
What London street is the home of British journalism ? ~ What is # is London street,LOC
What tragedy befell the city of Dogtown in 1899 ? ~ You # befell the city of,ENTY
What is the Immaculate Conception ? ~ What is # is the Immaculate Conception,DESC
What are the names of all the U.S. Navy aircraft carriers ? ~ What are # are the names of,ENTY
What format was VHS 's main competition ? ~ You,ENTY
What is Candlemas Day ? ~ What is # is Candlemas Day,DESC
In what city is the famed St. Mark 's Square ? ~ You # is what city # is the famed Mark Square,LOC
What does the Ouarterly Review of Doublespeak call an `` inoperative statement '' ? ~ You # call What # call the Ouarterly Review of # call an ` ` inoperative statement '',ENTY
How much did the minimum wage amount to in 1991 ? ~ How much # to the wage amount,NUM
Where is Tufts University ? ~ Where is # is Tufts University,LOC
What is a pyrotechnic display ? ~ What is # is a pyrotechnic display,DESC
How do I find out about jobs ? ~ How find # find I,DESC
What Japanese manufacturer is known for both its pianos and its motorcycles ? ~ You # known What,HUM
