questions,classes
What countries have the largest armed forces in the world ?,LOC
What was PERSON better-known name ?,HUM
How do I increase my biceps ' size ?,DESC
Who did PERSON tender his resignation to ?,HUM
Who was Thucydides ?,HUM
How is the element strontium purified ?,DESC
Which of the following rock 'n roll stars has a `` star '' on FAC ?,HUM
What are tonsils for ?,DESC
"What molecules include fluorine , sodium and magnesium ?",ENTY
What was the name of the ball game played by the mayans ?,ENTY
What was the sequel to WORK_OF_ART ?,ENTY
What is the exchange rate for NORP to American money ?,NUM
What is the origin of the word ` posh ' ?,DESC
How can anyone tell if a female had sexual intercourse ?,DESC
How many states did PERSON carry in DATE ?,NUM
What basketball maneuver did PERSON invent ?,ENTY
What is a good book to read for people who hate to read ?,ENTY
How many shillings CARDINAL were there in a guinea ?,NUM
What does a tarantula eat ?,ENTY
What are the CARDINAL secondary colors ?,ENTY
What does the name `` PRODUCT '' mean ?,DESC
Who took over as conductor of ORG after PERSON long reign ?,HUM
What were the trials called which followed EVENT ?,ENTY
What is GPE ?,DESC
What NORP leader killed himself in jail just before he was to be executed as a war criminal ?,HUM
What famous events have happened on DATE ?,ENTY
Which company claimed to be `` the world 's biggest toy store '' ?,HUM
What brand number graces the black label of a bottle of ORG ?,NUM
What do I call the sons and daughters of my ORDINAL cousins ?,ENTY
What were the causes of EVENT ?,DESC
What are ORG ?,DESC
What city is terrorized by PERSON in FAC ?,LOC
How can you prevent it ?,DESC
What do the names PERSON and ORG mean ?,DESC
What chocolate bar created by PERSON and his wife is often called a Milky Way with peanuts ?,ENTY
Who is the fastest guitarist ?,HUM
What do camels store in their humps ?,ENTY
What is the name of the ORDINAL space shuttle ?,ENTY
What is the best hospital for orthopedics in the country ?,LOC
What are perfect tenses ?,DESC
What is commonly considered the ORDINAL sense ?,DESC
What was another name for GPE ?,ENTY
What 's the ORDINAL-biggest-selling magazine in GPE ?,ENTY
Who betrayed GPE to the NORP ?,HUM
Who took the toys donated for ORG and kept them for himself ?,HUM
What is a bourdon tube ?,DESC
What kind of a sports team is ORG ?,ENTY
Who were the Picts ?,HUM
"What do PERSON , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?",DESC
What is film noir ?,DESC
Who is stationed at FAC in the comic strips ?,HUM
In DATE did GPE and the Republic of Korea establish diplomatic relations ?,NUM
What causes tuberculosis ?,DESC
How tall is the giraffe ?,NUM
What actor dressed up as PERSON and had a once-a-year affair with actress Shelley Winters DATE for many years ?,HUM
What animal was the heat-seeking missile called the Sidewinder named for ?,ENTY
How long did it take ORG to find Livingstone ?,NUM
How much of the nation 's children DATE watch WORK_OF_ART ' ?,NUM
What lake is PERSON on ?,LOC
What are a baseball team 's firemen ?,DESC
What is a fear of color ?,ENTY
What Nantucket shipwreck killed more divers exploring it than the CARDINAL people it sank with ?,ENTY
What are the CARDINAL largest birds on earth ?,ENTY
Name the CARDINAL stories contained in PERSON `` Old New York . '',ENTY
What is the largest lake in LOC ?,LOC
How many people died because of a smoking problem in DATE ?,NUM
What is chronic constipation a symptom of ?,ENTY
Who wrote WORK_OF_ART after viewing GPE ?,HUM
What is the name of the NORP swimmer who won CARDINAL gold medals in the DATE EVENT ?,HUM
Who claims to have the greatest show on earth ?,HUM
What is PERSON ?,DESC
What Honeymooners actress did ORG magazine name as DATE 's most promising star ?,HUM
Why can 't women serve in the ORG on board submarines ?,DESC
What did LAW lead to ?,ENTY
What dog was dubbed The Mortgage Lifter ?,ENTY
What is saltpeter ?,DESC
What 's the difference between GPE and LL.M. ?,DESC
What kind of organization is ` Last Chance for Animals ' ?,HUM
What was the role of ORG ?,HUM
Silly putty was invented by whom ?,HUM
What should the oven be set at for baking PERSON ?,ENTY
How can someone become a federal agent ?,DESC
Who invented the paper clip ?,HUM
Whom did PERSON marry after her husband Humphrey Bogart died ?,HUM
How many times in his DATE ORG career was PERSON a member of the all-star team ?,NUM
What city or state do the most gay men live in ?,LOC
ORG and PERSON had an office in GPE for how long before closing it ?,NUM
"What word DATE , CARDINAL times in the WORK_OF_ART ?",ENTY
How can you be happy ?,DESC
How would someone go about becoming an organ donor ?,DESC
"What year did PERSON create the bronze sculpture , ORG ? ''",NUM
What composer was awarded WORK_OF_ART by PERSON ?,HUM
How many URL extensions are there ? and what are they ?,NUM
How long after intercourse does it take to find out if you are pregnant ?,NUM
What does GPE stand for ?,ABBR
"Who created the Fantastic Four , ORG , and GPE ?",HUM
What is a fear of gravity ?,ENTY
Who is the composer of `` WORK_OF_ART ?,HUM
What did n't PERSON do in his pro boxing career ?,DESC
Where are all NORP and American eels born ?,LOC
Who was the author of the novel WORK_OF_ART ?,HUM
What is the definition of ` graphic details ' ?,DESC
What was `` GPE 's recessed-filter cigarette '' ?,ENTY
What kind of dog is Scooby Doo ?,ENTY
What is the function of the appendix ?,DESC
What department store heir is responsible for raising a QUANTITY safe from the underwater wreckage of the PERSON ?,HUM
Which sex is twice as likely to contract leprosy ?,ENTY
What was the ORDINAL town to be chartered in GPE ?,LOC
What state has the longest FAC shoreline ?,LOC
What GPE state ends with a G ?,LOC
How many varieties of twins are there ?,NUM
What is a Cartesian Diver ?,DESC
What are the largest libraries in the GPE ?,LOC
How many people live in the ORG ?,NUM
Who was FAC named for ?,HUM
What document did President PERSON want a copy of placed under his head upon his burial ?,ENTY
Who portrayed `` the man without a face '' in the movie of the same name ?,HUM
What happened in dogtown in DATE to make that year remembered ?,DESC
What wheel did WORK_OF_ART invent in a search for perpetual motion ?,ENTY
How much money was the minimum wage in DATE ?,NUM
In DATE was the ORDINAL patent for the pull-tab opener on cans obtained ?,NUM
What country boasts the most dams ?,LOC
What is the regular price ?,NUM
What PERSON landmark was first introduced in the NORP cartoons of the DATE 's ?,LOC
Where can one find ORG ?,LOC
How do you recognize anorexia ?,DESC
What PERSON regular came into the world as Tadeus Wladyslaw Konopka ?,ENTY
In what city is LAW of Independence located ?,LOC
What is the largest variety of cactus ?,DESC
Who won the ORDINAL EVENT ?,HUM
What did PERSON write ?,ENTY
Who is PERSON ?,HUM
What was the business of the animated ORG ?,HUM
Who was credited with saying : `` I never met a man I did n't like '' ?,HUM
"What overalls are named for Dungri , a suburb of GPE ?",ENTY
Why do rooftops give off steam after a big rainstorm ?,DESC
What nationality was PERSON Pollock ?,LOC
How much of the LOC 's surface is permanently frozen ?,NUM
What is the connection between GPE and Daxam ?,ENTY
When was PERSON born ?,NUM
How many people were executed for PERSON assassination ?,NUM
What must a GPE blackjack dealer do when he reaches CARDINAL ?,DESC
What is worth seeing in ORG ?,LOC
What type of performer is PERSON ?,ENTY
When was GPE reunified ?,NUM
What line of candy products included ORG and PERSON ?,ENTY
Why did the NORP church split from the FAC ?,DESC
What organization has a ORG ?,HUM
How would I find the price of different organs that have been donated ?,DESC
What NORP leader was shot dead in DATE ?,HUM
What does ORG mean ?,ABBR
What is magnetar ?,DESC
What feud ended with a marriage in GPE on DATE ?,ENTY
What color is the stripe along each side of a ORG salmon ?,ENTY
What is the federal minimum wage ?,NUM
GPE is nicknamed what ?,ENTY
What are the unemployment statistics for DATE ?,NUM
Where is GPE ?,LOC
What female painter produced primitives of rural LOC life ?,HUM
What are names of CARDINAL old men who appear in the serial tv Muppets Show ?,HUM
What war saw battles at GPE 's Beak and Black Virgin ?,ENTY
What should you yell to hail a taxi in GPE ?,DESC
What is the horsepower of the shuttle boosters ?,NUM
What year did PERSON start ?,NUM
Who created Big Ben ?,HUM
What city is found in the city of OZ ?,LOC
What ever happened to the once popular ORG ?,DESC
Name the PERSON team loosely based on GPE 's ORG ?,HUM
What did a DATE NORP athlete get for putting a rubber ball through a ring ?,ENTY
"What populous state covers CARDINAL , QUANTITY ?",LOC
What college football team did PERSON build into a power ?,HUM
In what state was there an CARDINAL oil spill ?,LOC
"When did Aldous PERSON write , ORG Brave New World '' ?",NUM
What country did the ancient NORP refer to as GPE ?,LOC
In what high-risk business venture did PERSON the NORP bet and lose ?,HUM
What do chefs call WORK_OF_ART ?,ENTY
What is the abbreviation of ORG ?,ABBR
What is a PERSON hat ?,DESC
How long was the longest hiccup attack ?,NUM
What kind of weapons were used in GPE warfare ?,ENTY
How many people live in GPE ?,NUM
What fruit-topped actress was known as ORG ?,HUM
What are birds descendents of ?,ENTY
"When the PERSON exhibit was on display in the GPE , what moving company transported it ?",HUM
Which PERSON movie involves the Sioux NORP ?,ENTY
Who played the title role in My Favorite Martian ?,HUM
How does a scientific calculator work ?,DESC
What is a fear of fur ?,ENTY
Who invented the game PRODUCT ?,HUM
What part of their attire were `` pothooks '' to cowboys of LOC ?,ENTY
When did humans ORDINAL begin to write history seriously ?,NUM
Why do we have to go to school ?,DESC
What is ORG logic ?,DESC
A corgi is a kind of what ?,ENTY
What city in the GPE experienced the most growth recently ?,LOC
What is a dangling participle ?,DESC
What GPE street glitters with famed department stores and nightclubs ?,LOC
What was the average life expectancy during the Stone Age ?,NUM
"When PERSON was conceived , what was his original name ?",HUM
What is the origin of the peace symbol ?,DESC
What group starred in the movie FAC the ORG ?,HUM
How many GPE presidents were assassinated during PERSON reign ?,NUM
When was the ORDINAL flush toilet invented ?,NUM
What is PERSON role in the new Star Wars prequel ?,HUM
How many disks does each player have in a CARDINAL-handed game of PRODUCT ?,NUM
How old is the sun ?,NUM
What percentage of children DATE watch WORK_OF_ART ' ?,NUM
"How can I find a list of , fax and or email , addresses for human resource departments in GPE ?",DESC
How do I write to my Congressman ?,DESC
How many years ago did PERSON release its last album ?,NUM
What is the term for a group of NORP ?,ENTY
How many people was PERSON convicted of killing ?,NUM
What was the name of the famous battle between GPE and Mexico ?,ENTY
What country are you in if you woo in the PERSON dialect ?,LOC
What do you call a ORG hand with CARDINAL cards of the same suit ?,ENTY
What GPE Yankee was known as WORK_OF_ART ?,HUM
Who is considered The ORDINAL Lady of GPE ?,HUM
Who penned : `` Neither a borrower nor a lender be '' ?,HUM
What is moxie ?,DESC
What was the first PERSON novel ?,ENTY
What song did PERSON set people dancing to in DATE ?,ENTY
Who headed PERSON 's infamous Gestapo ?,HUM
What NORP city features the exclusive GPE and ORG ?,LOC
What NORP city do Italians call The Monaco of GPE ?,LOC
"What island group contains PERSON , GPE , ORG and Herm ?",LOC
What is a fear of strong light ?,ENTY
What is a person called that likes fire ?,HUM
"Where was helium ORDINAL discovered , hence its name ?",LOC
What is the best way to overcome a fear ?,ENTY
Name a NORP diamond producer ?,HUM
Who made the musical plea Be True to Your School ?,HUM
What NORP designer declared : `` WORK_OF_ART is the destructor ! It is a dictator ! It is destroying creativity. WORK_OF_ART must be stopped ! '' ?,HUM
What season is the setting for PERSON 's WORK_OF_ART ?,NUM
Name a band which was famous in the DATE 's .,HUM
What comedian was banned from FAC for allegedly making an obscene gesture at the show 's host ?,HUM
What country is the setting for PERSON The Pit and the Pendulum ?,LOC
What LAW astronaut minded the store while PERSON and NORP made history ?,HUM
What is the current ticket fare from from GPE to Barbados ?,NUM
What is the ORDINAL highest mountain peak in the world ?,LOC
What Good Little Witch is GPE 's girlfriend ?,HUM
In which PERSON play is one of the characters killed and devoured by a mob of starving children ?,ENTY
"What was the nickname of Frederick I , Holy Roman Emperor and GPE ?",HUM
What war did the Potsdam Conference follow ?,ENTY
What 's the most common non-contagious disease in the world ?,ENTY
"What month , date , and year did PERSON I die ?",NUM
How many cubic feet of space does a CARDINAL of water occupy ?,NUM
What is the hair style called that new military recruits receive ?,DESC
What 's the world 's largest cathedral ?,LOC
What effects do nitrates have on the environment ?,DESC
What is PERSON diving ?,DESC
What CARDINAL NORP countries begin with the letter A ?,LOC
